-1.406900000000000084e+01;1.254590000000000032e+02;1.000000000000000000e+00;9.000000000000000000e+00;0.000000000000000000e+00;3.241007700000000114e+02;3.840857350000000281e+01;3.131240332999999865e+01;-2.472754525999999942e+01;-2.149950035999999898e+00;-3.550229833000000212e+01;1.194858074000000103e+00;-1.428877190000000041e+01;1.203340043000000037e+01;3.201212962000000317e+01;1.355395799999999973e+01;2.238220854000000148e+00;2.652360824999999878e+01;2.737391441000000114e+01;2.053880689999999959e+03;1.630397467999999890e+03;1.512179877999999917e+03;7.888055098999999473e+02;1.101847469000000046e+03;8.067764347999999472e+02;4.814150672999999756e+02;9.863038830000000416e+02;3.081329794000000106e+02;3.319471634000000222e+02;8.091068324000000302e+02
-4.612000000000000099e+00;2.100670000000000073e+02;3.000000000000000000e+00;1.000000000000000000e+00;0.000000000000000000e+00;2.630003600000000006e+02;4.818288016999999712e+01;3.412803994000000074e+01;-2.791282135000000153e+01;1.145685983999999991e+01;-1.555232535000000027e+01;2.820353667000000009e+00;2.260309223000000145e+01;-1.437246041999999946e+01;-4.492796658999999693e+00;-7.438744372000000382e+00;-4.422167756000000338e+00;-6.494875090999999934e+00;5.581503674999999731e+01;1.677753834000000097e+03;2.677397691000000123e+03;1.617126389000000017e+03;4.292846915999999737e+02;1.313105841999999939e+03;5.034126372000000060e+02;5.960998035999999729e+02;2.770797473000000082e+02;5.232585900999999922e+02;3.069828933000000006e+02;1.774654997000000094e+02
-1.357199999999999918e+01;6.605500000000000682e+01;5.000000000000000000e+00;0.000000000000000000e+00;1.000000000000000000e+00;3.077742400000000202e+02;3.774845721999999881e+01;-3.919100951000000066e+01;9.861311799999999961e-02;-5.199988592999999604e+00;-1.283120152000000047e+01;-4.121055132999999593e+00;-5.417865970000000253e+00;5.709081749000000094e+00;3.453365019999999896e-01;6.151173004000000333e+00;-2.529616920000000047e+00;-1.938532318999999893e+00;4.919265116999999776e+01;1.649643737999999985e+03;3.399080511999999999e+03;1.529703882999999905e+03;7.713138467999999648e+02;1.029684371999999939e+03;4.322817398999999909e+02;3.205731715000000008e+02;4.254387757000000079e+02;2.557008428999999978e+02;3.353666473999999766e+02;3.939438605000000280e+02
-1.462899999999999956e+01;1.343410000000000082e+02;4.000000000000000000e+00;1.100000000000000000e+01;0.000000000000000000e+00;2.663701599999999985e+02;3.796037384000000259e+01;1.286644798999999928e+01;2.933306590999999841e+01;7.635043254000000168e+00;-3.232289392000000205e+00;3.269104016000000001e+00;-7.555895984000000176e+00;4.211985581999999617e+00;7.469701340000000078e-01;4.316304839999999921e+00;-2.997390318999999970e+00;-4.977153450000000312e+00;4.228223718999999647e+01;2.007784130000000005e+03;1.834580406999999923e+03;1.599121699999999919e+03;8.823710284999999658e+02;1.080365921000000071e+03;3.980465742000000091e+02;4.364607376999999815e+02;2.622927804000000265e+02;2.602923131000000012e+02;2.440355108999999914e+02;2.298090100999999947e+02
-1.316300000000000026e+01;1.007590000000000003e+02;3.000000000000000000e+00;5.000000000000000000e+00;0.000000000000000000e+00;2.116697499999999934e+02;3.936204733999999661e+01;-6.523374162000000354e+01;3.036940828000000092e+00;-2.720015975999999824e+01;1.774516962999999947e+01;-7.670410256000000260e+00;-1.535651084999999938e+01;-7.087869820000000098e-01;1.533599605999999893e+00;-3.801431952999999808e+00;5.999211000000000127e-02;1.707525641000000149e+01;2.608564233999999971e+01;2.757907192000000123e+03;2.095068773999999848e+03;1.451873505999999907e+03;1.144392763000000059e+03;6.384222501000000420e+02;6.773216306000000486e+02;5.374083229999999958e+02;6.438859913000000006e+02;4.000014135999999780e+02;2.709535526000000232e+02;4.539925812999999835e+02
-1.809600000000000009e+01;1.653009999999999877e+02;4.000000000000000000e+00;3.000000000000000000e+00;1.000000000000000000e+00;4.565677099999999768e+02;3.238973452999999836e+01;-4.087430364000000083e+01;-4.277221861999999675e+01;1.167927068000000013e+01;1.079208213000000027e+00;-3.944924234000000141e+00;6.981403122999999766e+00;-1.739395662000000087e+01;6.017964139999999462e-01;-1.116661191000000031e+01;-7.461058419999999636e-01;5.633649508000000417e+00;2.456178311000000036e+01;3.171504081000000042e+03;2.049467630999999983e+03;3.300080524999999852e+03;7.220280916000000389e+02;1.718563398999999890e+03;6.029162138000000368e+02;1.447577948000000106e+03;4.081784086999999772e+02;5.650221226999999544e+02;4.363865228000000229e+02;2.580927843000000053e+02
-1.171499999999999986e+01;8.596399999999999864e+01;4.000000000000000000e+00;2.000000000000000000e+00;1.000000000000000000e+00;2.235293399999999906e+02;4.000424354999999821e+01;-3.361807632000000012e+01;3.339899101999999687e+01;2.944984287000000034e+00;-2.280208641999999841e+01;9.691369250000000379e-01;3.020616162000000049e+00;6.626273849999999577e+00;-5.386305274999999781e+00;9.284567900000000318e-01;-4.157429850000000093e-01;3.538290685000000213e+00;6.045025893999999766e+01;2.850342462999999952e+03;1.913812633999999889e+03;1.292646404999999959e+03;1.451239773000000014e+03;8.993867580999999518e+02;4.906769368000000213e+02;5.152941290999999637e+02;5.541794962000000169e+02;3.626329197000000022e+02;2.618677382999999850e+02;2.228532735000000002e+02
-8.916000000000000369e+00;1.249989999999999952e+02;4.000000000000000000e+00;1.000000000000000000e+01;0.000000000000000000e+00;1.853383200000000102e+02;4.477266016000000093e+01;1.470599999999999952e+01;1.653035284999999988e+01;-5.052552846000000208e+00;2.456946015999999844e+01;-2.165655285000000152e+00;-1.083458861999999989e+01;-6.810933333000000367e+00;-2.488261789000000057e+00;-2.033347967000000089e+00;-8.065465040999999502e+00;-2.270884553000000139e+00;2.443108220999999958e+01;8.977665897000000541e+02;1.351121664000000010e+03;1.211454602999999906e+03;6.698709335999999439e+02;6.390074004000000514e+02;6.454410523000000239e+02;3.478302360000000135e+02;2.591235075999999822e+02;2.190381452000000024e+02;2.241754477000000065e+02;3.043421976999999856e+02
-4.570000000000000284e+00;1.012279999999999944e+02;3.000000000000000000e+00;8.000000000000000000e+00;0.000000000000000000e+00;1.643881199999999865e+02;4.908906325000000237e+01;-1.127758114999999961e+01;1.249228639999999935e+01;7.740997613000000221e+00;-2.799411217000000107e+01;1.330388186000000061e+01;-2.951868735000000132e+00;-1.006076969000000076e+01;-2.030414080999999982e+00;-9.963738663000000884e+00;2.216909310000000077e-01;1.720625894999999872e+01;1.734092101999999969e+01;1.544753171999999950e+03;1.242531373000000031e+03;1.725643010999999888e+03;4.032901555999999914e+02;1.332867531999999983e+03;3.269172495999999910e+02;3.301066013999999882e+02;3.395150965999999926e+02;3.014807471999999962e+02;3.715720678000000134e+02;2.558165169000000105e+02
-9.146000000000000796e+00;6.582200000000000273e+01;5.000000000000000000e+00;9.000000000000000000e+00;1.000000000000000000e+00;3.655048499999999763e+02;4.678161400999999842e+01;-3.440125548999999694e+01;1.255844367999999989e+01;-1.820422939999999912e+01;1.086871565999999945e+01;-2.842666484000000082e+01;-9.569195054999999783e+00;-5.870438187000000418e+00;1.401325549000000059e+01;-2.154189559999999948e-01;2.098351649999999902e-01;-3.213373626000000094e+00;2.386420628000000121e+01;6.300089036000000533e+02;1.151049303000000009e+03;3.519353843000000097e+02;2.089593969000000016e+02;1.589474371999999960e+02;2.422610522999999887e+02;1.665251355999999987e+02;2.293168813999999998e+02;1.568399431999999933e+02;9.485264060999999458e+01;2.807969871000000239e+02
